imdb_code,title,year,worldwide $,domestic $,domestic %,foreign $,foreign %
tt5433138,F9: The Fast Saga,2021,714398815.0,172931815.0,24.2,541467000.0,75.8
tt5034838,Godzilla vs. Kong,2021,467863133.0,100563133.0,21.5,367300000.0,78.5
tt3480822,Black Widow,2021,377665240.0,183177333.0,48.5,194487907.0,51.5
tt8332922,A Quiet Place Part II,2021,297372261.0,160072261.0,53.8,137300000.0,46.2
tt6264654,Free Guy,2021,277748887.0,102882486.0,37.0,174866401.0,63.0
tt9376612,Shang-Chi and the Legend of the Ten Rings,2021,264556500.0,152612024.0,57.7,111944476.0,42.3
tt3228774,Cruella,2021,233274187.0,86102609.0,36.9,147171578.0,63.1
tt0870154,Jungle Cruise,2021,202265854.0,110294536.0,54.5,91971318.0,45.5
tt7069210,The Conjuring: The Devil Made Me Do It,2021,201965074.0,65565074.0,32.5,136400000.0,67.5
tt6334354,The Suicide Squad,2021,165270343.0,55270343.0,33.4,110000000.0,66.6
tt3554046,Space Jam: A New Legacy,2021,156243307.0,70243307.0,45.0,86000000.0,55.0
tt8376234,Peter Rabbit 2: The Runaway,2021,153736536.0,40336536.0,26.2,113400000.0,73.8
tt14833766,Tom and Jerry,2021,132841123.0,46041123.0,34.7,86800000.0,65.3
tt5109280,Raya and the Last Dragon,2021,130281158.0,54723032.0,42.0,75558126.0,58.0
tt6932874,The Boss Baby: Family Business,2021,108138805.0,57115805.0,52.8,51023000.0,47.2
tt11083552,Wrath of Man,2021,103966489.0,27466489.0,26.4,76500000.0,73.6
tt11832046,PAW Patrol: The Movie,2021,93426907.0,35186249.0,37.7,58240658.0,62.3
tt10954652,Old,2021,88641080.0,47792080.0,53.9,40849000.0,46.1
tt0293429,Mortal Kombat,2021,83601013.0,42201013.0,50.5,41400000.0,49.5
tt10327252,The Forever Purge,2021,76958715.0,44503715.0,57.8,32455000.0,42.2
tt8385148,Hitman's Wife's Bodyguard,2021,70331463.0,38014727.0,54.1,32316736.0,45.9
tt9347730,Candyman,2021,62767115.0,49243115.0,78.5,13524000.0,21.5
tt7888964,Nobody,2021,55405035.0,27268035.0,49.2,28137000.0,50.8
tt6246322,Don't Breathe 2,2021,45172368.0,30572368.0,67.7,14600000.0,32.3
tt9844522,Escape Room: Tournament of Champions,2021,44888958.0,25188958.0,56.1,19700000.0,43.9
tt1321510,In the Heights,2021,43879041.0,29879041.0,68.1,14000000.0,31.9
tt11084896,Spirit Untamed,2021,42636215.0,17635215.0,41.4,25001000.0,58.6
tt9278312,Spiral,2021,38824198.0,23216862.0,59.8,15607336.0,40.2
tt14458184,Snake Eyes,2021,36964325.0,28264325.0,76.5,8700000.0,23.5
tt9770150,Nomadland,2021,34811091.0,2143000.0,6.2,32668091.0,93.8
tt9419056,The Unholy,2021,30830440.0,15530440.0,50.4,15300000.0,49.6
tt10016180,The Little Things,2021,29844012.0,15244012.0,51.1,14600000.0,48.9
tt2452150,Respect,2021,27010180.0,23401180.0,86.6,3609000.0,13.4
tt2076822,Chaos Walking,2021,26456630.0,13287908.0,50.2,13168722.0,49.8
tt14876882,The Courier,2021,23552968.0,6613432.0,28.1,16939536.0,71.9
tt3215824,Those Who Wish Me Dead,2021,23408489.0,7347103.0,31.4,16061386.0,68.6
tt6902332,The Marksman,2021,22988549.0,15566093.0,67.7,7422456.0,32.3
tt3272066,Reminiscence,2021,18695360.0,3878349.0,20.7,14817011.0,79.3
tt9243804,The Green Knight,2021,18274261.0,17173321.0,94.0,1100940.0,6.0
tt10696896,Stillwater,2021,16539740.0,14459600.0,87.4,2080140.0,12.6
tt14826818,Minari,2021,15383002.0,3110580.0,20.2,12272422.0,79.8
tt3811906,Malignant,2021,14734620.0,5434620.0,36.9,9300000.0,63.1
tt9731534,The Night House,2021,10842085.0,6809452.0,62.8,4032633.0,37.2
No_code,Demon Slayer: Mugen Train,2020,452974619.0,47700000.0,10.5,405274619.0,89.5
tt1502397,Bad Boys for Life,2020,426505244.0,206305244.0,48.4,220200000.0,51.6
tt6723592,Tenet,2020,363656624.0,58456624.0,16.1,305200000.0,83.9
tt3794354,Sonic the Hedgehog,2020,319715683.0,148974665.0,46.6,170741018.0,53.4
tt6673612,Dolittle,2020,245461797.0,77047065.0,31.4,168414732.0,68.6
tt2850386,The Croods: A New Age,2020,215905815.0,58568815.0,27.1,157337000.0,72.9
tt7713068,Birds of Prey,2020,201858461.0,84158461.0,41.7,117700000.0,58.3
tt7126948,Wonder Woman 1984,2020,166534027.0,46534027.0,27.9,120000000.0,72.1
tt1051906,The Invisible Man,2020,143151000.0,70410000.0,49.2,72741000.0,50.8
tt7146812,Onward,2020,141934191.0,61555145.0,43.4,80379046.0,56.6
tt7504726,The Call of the Wild,2020,111105497.0,62342368.0,56.1,48763129.0,43.9
tt4682266,The New Mutants,2020,49169594.0,23852659.0,48.5,25316935.0,51.5
tt0983946,Fantasy Island,2020,48811343.0,27309289.0,55.9,21502054.0,44.1
tt10362466,After We Collided,2020,47990414.0,2386483.0,5.0,45603931.0,95.0
tt10059518,Unhinged,2020,44331465.0,20831465.0,47.0,23500000.0,53.0
tt6475714,Monster Hunter,2020,42145959.0,15162470.0,36.0,26983489.0,64.0
tt5774060,Underwater,2020,40882928.0,17291078.0,42.3,23591850.0,57.7
tt4532038,The War with Grandpa,2020,40743350.0,21277892.0,52.2,19465458.0,47.8
tt1634106,Bloodshot,2020,33542457.0,12561824.0,37.5,20980633.0,62.5
tt1838556,Honest Thief,2020,31354158.0,14163574.0,45.2,17190584.0,54.8
tt7545266,Like a Boss,2020,30399490.0,22169514.0,72.9,8229976.0,27.1
tt9214832,Emma.,2020,26400964.0,10055355.0,38.1,16345609.0,61.9
tt10272386,The Father,2020,22577412.0,2122771.0,9.4,20454641.0,90.6
tt9086228,Gretel & Hansel,2020,22051055.0,15347654.0,69.6,6703401.0,30.4
tt7798646,The Photograph,2020,20690779.0,20578185.0,99.5,112594.0,0.5
tt9173418,Brahms: The Boy II,2020,20311536.0,12611536.0,62.1,7700000.0,37.9
tt7510346,The Turning,2020,19428853.0,15472775.0,79.6,3956078.0,20.4
tt9620292,Promising Young Woman,2020,17121281.0,6460965.0,37.7,10660316.0,62.3
tt9779516,I Still Believe,2020,16060123.0,9868521.0,61.4,6191602.0,38.6
tt10919380,Freaky,2020,15920855.0,9030855.0,56.7,6890000.0,43.3
tt8544498,The Way Back,2020,14690514.0,13590514.0,92.5,1100000.0,7.5
tt6439020,The Personal History of David Copperfield,2020,14399270.0,1876298.0,13.0,12522972.0,87.0
tt8004664,Come Play,2020,13175457.0,10475990.0,79.5,2699467.0,20.5
tt6878306,News of the World,2020,12668325.0,12668325.0,100.0,0.0,0.0
tt9340860,Let Him Go,2020,11630934.0,9358025.0,80.5,2272909.0,19.5
tt8244784,The Hunt,2020,11473631.0,5812500.0,50.7,5661131.0,49.3
tt4154796,Avengers: Endgame,2019,2797501328.0,858373000.0,30.7,1939128328.0,69.3
tt6105098,The Lion King,2019,1656943394.0,543638043.0,32.8,1113305351.0,67.2
tt4520988,Frozen II,2019,1450026933.0,477373578.0,32.9,972653355.0,67.1
tt6320628,Spider-Man: Far from Home,2019,1131927996.0,390532085.0,34.5,741395911.0,65.5
tt4154664,Captain Marvel,2019,1128274794.0,426829839.0,37.8,701444955.0,62.2
tt7286456,Joker,2019,1074251311.0,335451311.0,31.2,738800000.0,68.8
tt2527338,Star Wars: Episode IX - The Rise of Skywalker,2019,1074144248.0,515202542.0,48.0,558941706.0,52.0
tt1979376,Toy Story 4,2019,1073394593.0,434038008.0,40.4,639356585.0,59.6
tt6139732,Aladdin,2019,1050693953.0,355559216.0,33.8,695134737.0,66.2
tt7975244,Jumanji: The Next Level,2019,800059707.0,320314960.0,40.0,479744747.0,60.0
tt11638654,Fast & Furious Presents: Hobbs & Shaw,2019,759056935.0,173956935.0,22.9,585100000.0,77.1
tt2386490,How to Train Your Dragon: The Hidden World,2019,521799505.0,160799505.0,30.8,361000000.0,69.2
tt4777008,Maleficent: Mistress of Evil,2019,491730089.0,113929605.0,23.2,377800484.0,76.8
tt7349950,It Chapter Two,2019,473093228.0,211593228.0,44.7,261500000.0,55.3
tt5884052,Pokémon Detective Pikachu,2019,433005346.0,144105346.0,33.3,288900000.0,66.7
tt5113040,The Secret Life of Pets 2,2019,430051293.0,158874395.0,36.9,271176898.0,63.1
tt0437086,Alita: Battle Angel,2019,404980543.0,85838210.0,21.2,319142333.0,78.8
tt3741700,Godzilla: King of the Monsters,2019,386600138.0,110500138.0,28.6,276100000.0,71.4
tt8579674,1917,2019,384983987.0,159227644.0,41.4,225756343.0,58.6
tt7131622,Once Upon a Time... In Hollywood,2019,374375059.0,142502728.0,38.1,231872331.0,61.9
tt0448115,Shazam!,2019,365971656.0,140371656.0,38.4,225600000.0,61.6
tt3861390,Dumbo,2019,353284621.0,114766307.0,32.5,238518314.0,67.5
tt6146586,John Wick: Chapter 3 - Parabellum,2019,326709727.0,171015687.0,52.3,155694040.0,47.7
tt8946378,Knives Out,2019,311605581.0,165363234.0,53.1,146242347.0,46.9
tt6450804,Terminator: Dark Fate,2019,261119292.0,62253077.0,23.8,198866215.0,76.2
tt9476136,Parasite,2019,258633992.0,53369749.0,20.6,205264243.0,79.4
tt6857112,Us,2019,255184580.0,175084580.0,68.6,80100000.0,31.4
tt2283336,Men in Black: International,2019,253890701.0,80001807.0,31.5,173888894.0,68.5
tt10440726,X-Men: Dark Phoenix,2019,252442974.0,65845974.0,26.1,186597000.0,73.9
tt6823368,Glass,2019,246999039.0,111048468.0,45.0,135950571.0,55.0
tt8350360,Annabelle Comes Home,2019,231252591.0,74152591.0,32.1,157100000.0,67.9
tt1950186,Ford v Ferrari,2019,225508210.0,117624357.0,52.2,107883853.0,47.8
tt3281548,Little Women,2019,216601214.0,108101214.0,49.9,108500000.0,50.1
tt1620981,The Addams Family,2019,203044905.0,100044905.0,49.3,103000000.0,50.7
tt2066051,Rocketman,2019,195179299.0,96368160.0,49.4,98811139.0,50.6
tt6398184,Downton Abbey,2019,193820755.0,96854135.0,50.0,96966620.0,50.0
tt3513498,The Lego Movie 2: The Second Part,2019,192306508.0,105806508.0,55.0,86500000.0,45.0
tt6324278,Abominable,2019,179053956.0,60716390.0,33.9,118337566.0,66.1
tt1025100,Gemini Man,2019,173469516.0,48546770.0,28.0,124922746.0,72.0
tt5814534,Spies in Disguise,2019,171616764.0,66757013.0,38.9,104859751.0,61.1
tt5503686,Hustlers,2019,157563598.0,104963598.0,66.6,52600000.0,33.4
tt5886046,Escape Room,2019,155712077.0,57005601.0,36.6,98706476.0,63.4
tt8079248,Yesterday,2019,154608507.0,73286650.0,47.4,81321857.0,52.6
tt6095472,The Angry Birds Movie 2,2019,147792047.0,41667116.0,28.2,106124931.0,71.8
tt6189022,Angel Has Fallen,2019,146661977.0,69030436.0,47.1,77631541.0,52.9
tt2935510,Ad Astra,2019,127461872.0,50188370.0,39.4,77273502.0,60.6
tt6924650,Midway,2019,127420861.0,56846802.0,44.6,70574059.0,55.4
tt6918732,The Upside,2019,125852517.0,108252517.0,86.0,17600000.0,14.0
tt4913966,The Curse of La Llorona,2019,123133739.0,54733739.0,44.5,68400000.0,55.5
tt1560220,Zombieland: Double Tap,2019,122810399.0,73123082.0,59.5,49687317.0,40.5
tt8623904,Last Christmas,2019,121550750.0,35150750.0,28.9,86400000.0,71.1
tt7547410,Dora and the Lost City of Gold,2019,119682635.0,60477943.0,50.5,59204692.0,49.5
tt6428676,Wonder Park,2019,119559110.0,45216793.0,37.8,74342317.0,62.2
tt8367814,The Gentlemen,2019,115171795.0,36471795.0,31.7,78700000.0,68.3
tt0837563,Pet Sematary,2019,113118226.0,54724696.0,48.4,58393530.0,51.6
tt6977338,Good Boys,2019,111037232.0,83140306.0,74.9,27896926.0,25.1
tt3387520,Scary Stories to Tell in the Dark,2019,104545505.0,68947075.0,65.9,35598430.0,34.1
tt1298644,The Hustle,2019,95017038.0,35417038.0,37.3,59600000.0,62.7
tt8364368,Crawl,2019,91542097.0,39014193.0,42.6,52527904.0,57.4
tt6472976,Five Feet Apart,2019,91522094.0,45729221.0,50.0,45792873.0,50.0
tt1206885,Rambo: Last Blood,2019,91490353.0,44819352.0,49.0,46671001.0,51.0
tt2584384,Jojo Rabbit,2019,90335025.0,33370906.0,36.9,56964119.0,63.1
tt7616798,A Dog's Way Home,2019,80708134.0,42004346.0,52.0,38703788.0,48.0
tt5719748,Cold Pursuit,2019,76419755.0,32138862.0,42.1,44280893.0,57.9
tt8385474,A Dog's Journey,2019,75741734.0,22782371.0,30.1,52959363.0,69.9
tt7054636,A Madea Family Funeral,2019,74747725.0,73257045.0,98.0,1490680.0,2.0
tt5697572,Cats,2019,73833415.0,27166770.0,36.8,46666645.0,63.2
tt5033998,Charlie's Angels,2019,73279888.0,17803077.0,24.3,55476811.0,75.7
tt5606664,Doctor Sleep,2019,72381712.0,31581712.0,43.6,40800000.0,56.4
tt7634968,What Men Want,2019,72216294.0,54611903.0,75.6,17604391.0,24.4
tt4126476,After,2019,69518232.0,12138565.0,17.5,57379667.0,82.5
tt9134216,Playing with Fire,2019,69412425.0,44451847.0,64.0,24960578.0,36.0
tt3224458,A Beautiful Day in the Neighborhood,2019,67760877.0,61704055.0,91.1,6056822.0,8.9
tt7430722,War,2019,67179155.0,4654000.0,6.9,62525155.0,93.1
tt8155288,Happy Death Day 2U,2019,64600152.0,28148130.0,43.6,36452022.0,56.4
tt4154756,Avengers: Infinity War,2018,2048359754.0,678815482.0,33.1,1369544272.0,66.9
tt1825683,Black Panther,2018,1346913161.0,700059566.0,52.0,646853595.0,48.0
tt4881806,Jurassic World: Fallen Kingdom,2018,1308467944.0,417719760.0,31.9,890748184.0,68.1
tt3606756,Incredibles 2,2018,1242805359.0,608581744.0,49.0,634223615.0,51.0
tt1477834,Aquaman,2018,1148461807.0,335061807.0,29.2,813400000.0,70.8
tt1727824,Bohemian Rhapsody,2018,903655259.0,216428042.0,24.0,687227217.0,76.0
tt1270797,Venom,2018,856085151.0,213515506.0,24.9,642569645.0,75.1
tt4912910,Mission: Impossible - Fallout,2018,791115104.0,220159104.0,27.8,570956000.0,72.2
tt5463162,Deadpool 2,2018,734546611.0,318491426.0,43.4,416055185.0,56.6
tt4123430,Fantastic Beasts: The Crimes of Grindelwald,2018,654855901.0,159555901.0,24.4,495300000.0,75.6
tt5095030,Ant-Man and the Wasp,2018,622674139.0,216648740.0,34.8,406025399.0,65.2
tt1677720,Ready Player One,2018,582890172.0,137690172.0,23.6,445200000.0,76.4
tt4779682,The Meg,2018,530243742.0,145443742.0,27.4,384800000.0,72.6
tt5848272,Ralph Breaks the Internet,2018,529323962.0,201091711.0,38.0,328232251.0,62.0
tt5220122,Hotel Transylvania 3: Summer Vacation,2018,528583774.0,167510016.0,31.7,361073758.0,68.3
tt2709692,The Grinch,2018,511595957.0,270620950.0,52.9,240975007.0,47.1
tt4701182,Bumblebee,2018,467989645.0,127195589.0,27.2,340794056.0,72.8
tt1517451,A Star Is Born,2018,436188866.0,215288866.0,49.4,220900000.0,50.6
tt2231461,Rampage,2018,428028233.0,101028233.0,23.6,327000000.0,76.4
tt6911608,Mamma Mia! Here We Go Again,2018,395044706.0,120634935.0,30.5,274409771.0,69.5
tt3778644,Solo: A Star Wars Story,2018,392924807.0,213767512.0,54.4,179157295.0,45.6
tt4633694,Spider-Man: Into the Spider-Verse,2018,375540831.0,190241310.0,50.7,185299521.0,49.3
tt4477536,Fifty Shades Freed,2018,371985018.0,100407760.0,27.0,271577258.0,73.0
tt5814060,The Nun,2018,365550119.0,117450119.0,32.1,248100000.0,67.9
tt5117670,Peter Rabbit,2018,351266433.0,115253424.0,32.8,236013009.0,67.2
tt5028340,Mary Poppins Returns,2018,349537494.0,171958438.0,49.2,177579056.0,50.8
tt6644200,A Quiet Place,2018,340939361.0,188024361.0,55.1,152915000.0,44.9
tt6966692,Green Book,2018,321752656.0,85080171.0,26.4,236672485.0,73.6
tt5758778,Skyscraper,2018,304868961.0,68420120.0,22.4,236448841.0,77.6
tt5164214,Ocean's Eight,2018,297718711.0,140218711.0,47.1,157500000.0,52.9
tt2557478,Pacific Rim: Uprising,2018,290930148.0,59874525.0,20.6,231055623.0,79.4
tt4500922,Maze Runner: The Death Cure,2018,288175335.0,58032443.0,20.1,230142892.0,79.9
tt1365519,Tomb Raider,2018,274650803.0,58250803.0,21.2,216400000.0,78.8
tt1502407,Halloween,2018,255485178.0,159342015.0,62.4,96143163.0,37.6
tt3104988,Crazy Rich Asians,2018,238532921.0,174532921.0,73.2,64000000.0,26.8
tt6343314,Creed II,2018,214215889.0,115715889.0,54.0,98500000.0,46.0
tt6182908,Smallfoot,2018,214040103.0,83240103.0,38.9,130800000.0,61.1
tt4575576,Christopher Robin,2018,197744377.0,99215042.0,50.2,98529335.0,49.8
tt3766354,The Equalizer 2,2018,190400157.0,102084362.0,53.6,88315795.0,46.4
tt7959026,The Mule,2018,174804407.0,103804407.0,59.4,71000000.0,40.6
tt5523010,The Nutcracker and the Four Realms,2018,173961069.0,54858851.0,31.5,119102218.0,68.5
tt5726086,Insidious: The Last Key,2018,167885588.0,67745330.0,40.4,100140258.0,59.6
tt3829266,The Predator,2018,160542134.0,51024708.0,31.8,109517426.0,68.2
tt2873282,Red Sparrow,2018,151572634.0,46874505.0,30.9,104698129.0,69.1
tt6133466,The First Purge,2018,137056262.0,69488745.0,50.7,67567517.0,49.3
tt1620680,A Wrinkle in Time,2018,132675864.0,100478608.0,75.7,32197256.0,24.3
tt2119543,The House with a Clock in Its Walls,2018,131457147.0,68549695.0,52.1,62907452.0,47.9
tt7401588,Instant Family,2018,120556201.0,67363237.0,55.9,53192964.0,44.1
tt2704998,Game Night,2018,117679066.0,69179066.0,58.8,48500000.0,41.2
No_code,Dragon Ball Super: Broly,2018,115757940.0,30712119.0,26.5,85045821.0,73.5
tt1213641,First Man,2018,105697415.0,44936545.0,42.5,60760870.0,57.5
tt6857166,Book Club,2018,104438188.0,68566296.0,65.7,35871892.0,34.3
tt6781982,Night School,2018,103105878.0,77339130.0,75.0,25766748.0,25.0
tt4244998,Alpha,2018,98203196.0,35857181.0,36.5,62346015.0,63.5
tt7040874,A Simple Favor,2018,97644617.0,53548586.0,54.8,44096031.0,45.2
tt5083738,The Favourite,2018,95918706.0,34366783.0,35.8,61551923.0,64.2
tt6772950,Truth or Dare,2018,95330493.0,41411015.0,43.4,53919478.0,56.6
tt6791096,I Feel Pretty,2018,94539426.0,48795601.0,51.6,45743825.0,48.4
tt2531344,Blockers,2018,94017294.0,60311495.0,64.1,33705799.0,35.9
tt7349662,BlacKkKlansman,2018,93400823.0,49275340.0,52.8,44125483.0,47.2
tt5664636,Goosebumps 2: Haunted Halloween,2018,93320380.0,46700633.0,50.0,46619747.0,50.0
tt1563742,Overboard,2018,91244913.0,50316123.0,55.1,40928790.0,44.9
tt2296777,Sherlock Gnomes,2018,90497778.0,43242871.0,47.8,47254907.0,52.2
tt4532826,Robin Hood,2018,86489031.0,30824628.0,35.6,55664403.0,64.4
tt6450186,I Can Only Imagine,2018,86086881.0,83482352.0,97.0,2604529.0,3.0
tt1571234,Mortal Engines,2018,83672673.0,15951040.0,19.1,67721633.0,80.9
tt1259528,Den of Thieves,2018,80509622.0,44947622.0,55.8,35562000.0,44.2
tt7784604,Hereditary,2018,80200936.0,44069456.0,54.9,36131480.0,45.1
tt2854926,Tag,2018,78130625.0,54730625.0,70.1,23400000.0,29.9
tt6452574,Sanju,2018,76693052.0,7909317.0,10.3,68783735.0,89.7
tt6266538,Vice,2018,76073488.0,47836282.0,62.9,28237206.0,37.1
tt4218572,Widows,2018,75984700.0,42402632.0,55.8,33582068.0,44.2
tt5052474,Sicario: Day of the Soldado,2018,75837743.0,50072235.0,66.0,25765508.0,34.0
tt7668870,Searching,2018,75462037.0,26020957.0,34.5,49441080.0,65.5
tt6663582,The Spy Who Dumped Me,2018,75320680.0,33562069.0,44.6,41758611.0,55.4
tt2527336,Star Wars: Episode VIII - The Last Jedi,2017,1332539889.0,620181382.0,46.5,712358507.0,53.5
tt2771200,Beauty and the Beast,2017,1263521126.0,504014165.0,39.9,759506961.0,60.1
tt4630562,The Fate of the Furious,2017,1236005118.0,226008385.0,18.3,1009996733.0,81.7
tt3469046,Despicable Me 3,2017,1034799409.0,264624300.0,25.6,770175109.0,74.4
tt2283362,Jumanji: Welcome to the Jungle,2017,962077546.0,404515480.0,42.0,557562066.0,58.0
tt2250912,Spider-Man: Homecoming,2017,880166924.0,334201140.0,38.0,545965784.0,62.0
tt3896198,Guardians of the Galaxy Vol. 2,2017,863756051.0,389813101.0,45.1,473942950.0,54.9
tt3501632,Thor: Ragnarok,2017,853977126.0,315058289.0,36.9,538918837.0,63.1
tt0451279,Wonder Woman,2017,821847012.0,412563408.0,50.2,409283604.0,49.8
tt2380307,Coco,2017,807816196.0,210460015.0,26.1,597356181.0,73.9
tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,2017,794861794.0,172558876.0,21.7,622302918.0,78.3
tt1396484,It,2017,700381748.0,327481748.0,46.8,372900000.0,53.2
tt0974015,Justice League,2017,657924295.0,229024295.0,34.8,428900000.0,65.2
tt3315342,Logan,2017,619021436.0,226277068.0,36.6,392744368.0,63.4
tt3371366,Transformers: The Last Knight,2017,605425157.0,130168683.0,21.5,475256474.0,78.5
tt3731562,Kong: Skull Island,2017,566652812.0,168052812.0,29.7,398600000.0,70.3
tt3874544,The Boss Baby,2017,527965936.0,175003033.0,33.1,352962903.0,66.9
tt5013056,Dunkirk,2017,525245546.0,188045546.0,35.8,337200000.0,64.2
tt3450958,War for the Planet of the Apes,2017,490719763.0,146880162.0,29.9,343839601.0,70.1
tt1485796,The Greatest Showman,2017,434993183.0,174340174.0,40.1,260653009.0,59.9
tt4649466,Kingsman: The Golden Circle,2017,410902662.0,100234838.0,24.4,310667824.0,75.6
tt2345759,The Mummy,2017,409231607.0,80227895.0,19.6,329003712.0,80.4
tt3606752,Cars 3,2017,383930656.0,152901115.0,39.8,231029541.0,60.2
tt4465564,Fifty Shades Darker,2017,381545846.0,114581250.0,30.0,266964596.0,70.0
tt3402236,Murder on the Orient Express,2017,352789811.0,102826543.0,29.1,249963268.0,70.9
tt1293847,xXx: Return of Xander Cage,2017,346118277.0,44898413.0,13.0,301219864.0,87.0
tt4116284,The Lego Batman Movie,2017,311950384.0,175750384.0,56.3,136200000.0,43.7
tt5140878,Annabelle: Creation,2017,306515884.0,102092201.0,33.3,204423683.0,66.7
tt2543472,Wonder,2017,305937718.0,132422809.0,43.3,173514909.0,56.7
tt3411444,Ferdinand,2017,296069199.0,84410380.0,28.5,211658819.0,71.5
tt10716744,Split,2017,278454358.0,138291365.0,49.7,140162993.0,50.3
tt1856101,Blade Runner 2049,2017,259239658.0,92054159.0,35.5,167185499.0,64.5
tt5052448,Get Out,2017,255407969.0,176040665.0,68.9,79367304.0,31.1
No_code,Baahubali 2: The Conclusion,2017,254158390.0,20186659.0,7.9,233971731.0,92.1
tt2316204,Alien: Covenant,2017,240891763.0,74262031.0,30.8,166629732.0,69.2
tt4468740,Paddington 2,2017,227978523.0,40891591.0,17.9,187086932.0,82.1
tt3890160,Baby Driver,2017,226945087.0,107825862.0,47.5,119119225.0,52.5
tt2239822,Valerian and the City of a Thousand Planets,2017,225874228.0,41189488.0,18.2,184684740.0,81.8
tt1981128,Geostorm,2017,221600160.0,33700160.0,15.2,187900000.0,84.8
tt4877122,The Emoji Movie,2017,217776646.0,86089513.0,39.5,131687133.0,60.5
tt1753383,A Dog's Purpose,2017,205035819.0,64508620.0,31.5,140527199.0,68.5
tt2398241,Smurfs: The Lost Village,2017,197183546.0,45020282.0,22.8,152163264.0,77.2
tt5580390,The Shape of Water,2017,195333312.0,63859435.0,32.7,131473877.0,67.3
tt4765284,Pitch Perfect 3,2017,185400345.0,104897530.0,56.6,80502815.0,43.4
tt5657846,Daddy's Home 2,2017,180613180.0,104029443.0,57.6,76583737.0,42.4
tt6294822,The Post,2017,179769457.0,81903458.0,45.6,97865999.0,54.4
tt1469304,Baywatch,2017,177856751.0,58060186.0,32.6,119796565.0,67.4
tt1959563,The Hitman's Bodyguard,2017,176586701.0,75468583.0,42.7,101118118.0,57.3
tt4425200,John Wick: Chapter 2,2017,171539887.0,92029184.0,53.6,79510703.0,46.4
tt1219827,Ghost in the Shell,2017,169801921.0,40563557.0,23.9,129238364.0,76.1
tt5027774,"Three Billboards Outside Ebbing, Missouri",2017,160192031.0,54513740.0,34.0,105678291.0,66.0
tt4555426,Darkest Hour,2017,150847207.0,56468410.0,37.4,94378797.0,62.6
tt1972591,King Arthur: Legend of the Sword,2017,148675066.0,39175066.0,26.3,109500000.0,73.7
tt1615160,The Foreigner,2017,145374099.0,34393507.0,23.7,110980592.0,76.3
tt3717490,Power Rangers,2017,142337240.0,85364450.0,60.0,56972790.0,40.0
tt3564472,Girls Trip,2017,140552359.0,115171585.0,81.9,25380774.0,18.1
tt3532216,American Made,2017,134866593.0,51342000.0,38.1,83524593.0,61.9
tt6359956,A Bad Moms Christmas,2017,130560428.0,72110659.0,55.2,58449769.0,44.8
tt5308322,Happy Death Day,2017,125479266.0,55683845.0,44.4,69795421.0,55.6
tt2091256,Captain Underpants: The First Epic Movie,2017,125427681.0,73921000.0,58.9,51506681.0,41.1
tt3014284,The Lego Ninjago Movie,2017,123081555.0,59281555.0,48.2,63800000.0,51.8
No_code,The Commuter,2017,119942387.0,36343858.0,30.3,83598529.0,69.7
tt1648190,The Dark Tower,2017,113231078.0,50701325.0,44.8,62529753.0,55.2
tt3348730,Jigsaw,2017,102952888.0,38052832.0,37.0,64900056.0,63.0
tt5442430,Life,2017,100541806.0,30234022.0,30.1,70307784.0,69.9
tt2406566,Atomic Blonde,2017,100014025.0,51687870.0,51.7,48326155.0,48.3
tt2872518,The Shack,2017,96942115.0,57386418.0,59.2,39555697.0,40.8
tt5956100,Tiger Zinda Hai,2017,87320000.0,5560921.0,6.4,81759079.0,93.6
tt2568862,Going in Style,2017,84918541.0,45018541.0,53.0,39900000.0,47.0
tt0498381,Rings,2017,83080890.0,27793018.0,33.5,55287872.0,66.5
tt4925292,Lady Bird,2017,78965611.0,48958273.0,62.0,30007338.0,38.0
tt3486626,The Nut Job 2: Nutty by Nature,2017,68743485.0,28370522.0,41.3,40372963.0,58.7
tt1961175,American Assassin,2017,67234188.0,36249674.0,53.9,30984514.0,46.1
tt5816682,Victoria & Abdul,2017,66558465.0,22245070.0,33.4,44313395.0,66.6
tt2226597,The Mountain Between Us,2017,62832209.0,30348555.0,48.3,32483654.0,51.7
tt4587656,The Star,2017,62812974.0,40852824.0,65.0,21960150.0,35.0
tt4795124,How to Be a Latin Lover,2017,62547032.0,32149404.0,51.4,30397628.0,48.6
tt2932536,47 Meters Down,2017,62187529.0,44307191.0,71.2,17880338.0,28.8
tt5001718,"Everything, Everything",2017,61621140.0,34121140.0,55.4,27500000.0,44.6
tt3498820,Captain America: Civil War,2016,1153296293.0,408084349.0,35.4,745211944.0,64.6
tt6323140,Rogue One: A Star Wars Story,2016,1056057273.0,532177324.0,50.4,523879949.0,49.6
tt2277860,Finding Dory,2016,1028570889.0,486295561.0,47.3,542275328.0,52.7
tt2948356,Zootopia,2016,1023784195.0,341268248.0,33.3,682515947.0,66.7
tt3040964,The Jungle Book,2016,966550600.0,364001123.0,37.7,602549477.0,62.3
tt2709768,The Secret Life of Pets,2016,875457937.0,368384330.0,42.1,507073607.0,57.9
tt2975590,Batman v Superman: Dawn of Justice,2016,873634919.0,330360194.0,37.8,543274725.0,62.2
tt3183660,Fantastic Beasts and Where to Find Them,2016,814037575.0,234037575.0,28.8,580000000.0,71.2
